VeiligheidsregioCode;VeiligheidsregioNaam;MeldingsdatumGGD;Aantal
VR20;Midden- en West-Brabant;2020-08-31;2
VR20;Midden- en West-Brabant;2020-09-01;0
VR20;Midden- en West-Brabant;2020-09-02;1
VR20;Midden- en West-Brabant;2020-09-03;0
VR20;Midden- en West-Brabant;2020-09-04;0
VR20;Midden- en West-Brabant;2020-09-05;0
VR20;Midden- en West-Brabant;2020-09-06;0
VR20;Midden- en West-Brabant;2020-09-07;1
VR20;Midden- en West-Brabant;2020-09-08;1
VR20;Midden- en West-Brabant;2020-09-09;1
VR20;Midden- en West-Brabant;2020-09-10;1
VR20;Midden- en West-Brabant;2020-09-11;2
VR20;Midden- en West-Brabant;2020-09-12;0
VR20;Midden- en West-Brabant;2020-09-13;0
VR20;Midden- en West-Brabant;2020-09-14;0
VR20;Midden- en West-Brabant;2020-09-15;0
VR20;Midden- en West-Brabant;2020-09-16;1
VR20;Midden- en West-Brabant;2020-09-17;0
VR20;Midden- en West-Brabant;2020-09-18;7
VR20;Midden- en West-Brabant;2020-09-19;0
VR20;Midden- en West-Brabant;2020-09-20;4
VR20;Midden- en West-Brabant;2020-09-21;2
VR20;Midden- en West-Brabant;2020-09-22;5
VR20;Midden- en West-Brabant;2020-09-23;3
VR20;Midden- en West-Brabant;2020-09-24;4
VR20;Midden- en West-Brabant;2020-09-25;5
VR20;Midden- en West-Brabant;2020-09-26;1
VR20;Midden- en West-Brabant;2020-09-27;5
VR20;Midden- en West-Brabant;2020-09-28;6
VR20;Midden- en West-Brabant;2020-09-29;1
VR20;Midden- en West-Brabant;2020-09-30;8
VR20;Midden- en West-Brabant;2020-10-01;15
VR20;Midden- en West-Brabant;2020-10-02;4
VR20;Midden- en West-Brabant;2020-10-03;5
VR20;Midden- en West-Brabant;2020-10-04;9
VR20;Midden- en West-Brabant;2020-10-05;12
VR20;Midden- en West-Brabant;2020-10-06;7
VR20;Midden- en West-Brabant;2020-10-07;6
VR20;Midden- en West-Brabant;2020-10-08;4
VR20;Midden- en West-Brabant;2020-10-09;12
VR20;Midden- en West-Brabant;2020-10-10;19
VR20;Midden- en West-Brabant;2020-10-11;22
VR20;Midden- en West-Brabant;2020-10-12;7
VR20;Midden- en West-Brabant;2020-10-13;5
VR20;Midden- en West-Brabant;2020-10-14;0
VR21;Brabant-Noord;2020-02-27;0
VR21;Brabant-Noord;2020-02-28;0
VR21;Brabant-Noord;2020-02-29;0
VR21;Brabant-Noord;2020-03-01;0
VR21;Brabant-Noord;2020-03-02;0
VR21;Brabant-Noord;2020-03-03;0
VR21;Brabant-Noord;2020-03-04;0
VR21;Brabant-Noord;2020-03-05;0
VR21;Brabant-Noord;2020-03-06;0
VR21;Brabant-Noord;2020-03-07;0
VR21;Brabant-Noord;2020-03-08;1
VR21;Brabant-Noord;2020-03-09;0
VR21;Brabant-Noord;2020-03-10;1
VR21;Brabant-Noord;2020-03-11;2
VR21;Brabant-Noord;2020-03-12;3
VR21;Brabant-Noord;2020-03-13;2
VR21;Brabant-Noord;2020-03-14;0
VR21;Brabant-Noord;2020-03-15;7
VR21;Brabant-Noord;2020-03-16;7
VR21;Brabant-Noord;2020-03-17;0
VR21;Brabant-Noord;2020-03-18;13
VR21;Brabant-Noord;2020-03-19;9
VR21;Brabant-Noord;2020-03-20;12
VR21;Brabant-Noord;2020-03-21;12
VR21;Brabant-Noord;2020-03-22;5
VR21;Brabant-Noord;2020-03-23;8
VR21;Brabant-Noord;2020-03-24;26
VR21;Brabant-Noord;2020-03-25;9
VR21;Brabant-Noord;2020-03-26;17
VR21;Brabant-Noord;2020-03-27;12
VR21;Brabant-Noord;2020-03-28;29
VR21;Brabant-Noord;2020-03-29;8
VR21;Brabant-Noord;2020-03-30;20
VR21;Brabant-Noord;2020-03-31;17
VR21;Brabant-Noord;2020-04-01;11
VR21;Brabant-Noord;2020-04-02;16
VR21;Brabant-Noord;2020-04-03;10
VR21;Brabant-Noord;2020-04-04;13
VR21;Brabant-Noord;2020-04-05;14
VR21;Brabant-Noord;2020-04-06;5
VR21;Brabant-Noord;2020-04-07;22
VR21;Brabant-Noord;2020-04-08;22
VR21;Brabant-Noord;2020-04-09;12
VR21;Brabant-Noord;2020-04-10;33
VR21;Brabant-Noord;2020-04-11;12
VR21;Brabant-Noord;2020-04-12;10
VR21;Brabant-Noord;2020-04-13;7
VR21;Brabant-Noord;2020-04-14;5
VR21;Brabant-Noord;2020-04-15;25
VR21;Brabant-Noord;2020-04-16;24
VR21;Brabant-Noord;2020-04-17;20
VR21;Brabant-Noord;2020-04-18;14
VR21;Brabant-Noord;2020-04-19;6
VR21;Brabant-Noord;2020-04-20;11
VR21;Brabant-Noord;2020-04-21;4
VR21;Brabant-Noord;2020-04-22;8
VR21;Brabant-Noord;2020-04-23;7
VR21;Brabant-Noord;2020-04-24;9
VR21;Brabant-Noord;2020-04-25;6
VR21;Brabant-Noord;2020-04-26;2
VR21;Brabant-Noord;2020-04-27;1
VR21;Brabant-Noord;2020-04-28;2
VR21;Brabant-Noord;2020-04-29;4
VR21;Brabant-Noord;2020-04-30;2
VR21;Brabant-Noord;2020-05-01;9
VR21;Brabant-Noord;2020-05-02;1
VR21;Brabant-Noord;2020-05-03;1
VR21;Brabant-Noord;2020-05-04;4
VR21;Brabant-Noord;2020-05-05;1
VR21;Brabant-Noord;2020-05-06;7
VR21;Brabant-Noord;2020-05-07;4
VR21;Brabant-Noord;2020-05-08;4
VR21;Brabant-Noord;2020-05-09;0
VR21;Brabant-Noord;2020-05-10;1
VR21;Brabant-Noord;2020-05-11;1
VR21;Brabant-Noord;2020-05-12;1
VR21;Brabant-Noord;2020-05-13;0
VR21;Brabant-Noord;2020-05-14;0
VR21;Brabant-Noord;2020-05-15;2
VR21;Brabant-Noord;2020-05-16;1
VR21;Brabant-Noord;2020-05-17;0
VR21;Brabant-Noord;2020-05-18;3
VR21;Brabant-Noord;2020-05-19;1
VR21;Brabant-Noord;2020-05-20;1
VR21;Brabant-Noord;2020-05-21;0
VR21;Brabant-Noord;2020-05-22;2
VR21;Brabant-Noord;2020-05-23;0
VR21;Brabant-Noord;2020-05-24;1
VR21;Brabant-Noord;2020-05-25;2
VR21;Brabant-Noord;2020-05-26;0
VR21;Brabant-Noord;2020-05-27;0
VR21;Brabant-Noord;2020-05-28;2
VR21;Brabant-Noord;2020-05-29;0
VR21;Brabant-Noord;2020-05-30;0
VR21;Brabant-Noord;2020-05-31;0
VR21;Brabant-Noord;2020-06-01;0
VR21;Brabant-Noord;2020-06-02;0
VR21;Brabant-Noord;2020-06-03;0
VR21;Brabant-Noord;2020-06-04;0
VR21;Brabant-Noord;2020-06-05;0
VR21;Brabant-Noord;2020-06-06;0
VR21;Brabant-Noord;2020-06-07;0
VR21;Brabant-Noord;2020-06-08;0
VR21;Brabant-Noord;2020-06-09;0
VR21;Brabant-Noord;2020-06-10;0
VR21;Brabant-Noord;2020-06-11;0
VR21;Brabant-Noord;2020-06-12;0
VR21;Brabant-Noord;2020-06-13;0
VR21;Brabant-Noord;2020-06-14;0
VR21;Brabant-Noord;2020-06-15;0
VR21;Brabant-Noord;2020-06-16;0
VR21;Brabant-Noord;2020-06-17;0
VR21;Brabant-Noord;2020-06-18;0
VR21;Brabant-Noord;2020-06-19;0
VR21;Brabant-Noord;2020-06-20;0
VR21;Brabant-Noord;2020-06-21;0
VR21;Brabant-Noord;2020-06-22;0
VR21;Brabant-Noord;2020-06-23;0
VR21;Brabant-Noord;2020-06-24;1
VR21;Brabant-Noord;2020-06-25;0
VR21;Brabant-Noord;2020-06-26;0
VR21;Brabant-Noord;2020-06-27;0
VR21;Brabant-Noord;2020-06-28;0
VR21;Brabant-Noord;2020-06-29;0
VR21;Brabant-Noord;2020-06-30;0
VR21;Brabant-Noord;2020-07-01;0
VR21;Brabant-Noord;2020-07-02;1
VR21;Brabant-Noord;2020-07-03;1
VR21;Brabant-Noord;2020-07-04;0
VR21;Brabant-Noord;2020-07-05;0
VR21;Brabant-Noord;2020-07-06;0
VR21;Brabant-Noord;2020-07-07;0
VR21;Brabant-Noord;2020-07-08;0
VR21;Brabant-Noord;2020-07-09;0
VR21;Brabant-Noord;2020-07-10;0
VR21;Brabant-Noord;2020-07-11;0
VR21;Brabant-Noord;2020-07-12;0
VR21;Brabant-Noord;2020-07-13;0
VR21;Brabant-Noord;2020-07-14;0
VR21;Brabant-Noord;2020-07-15;0
VR21;Brabant-Noord;2020-07-16;0
VR21;Brabant-Noord;2020-07-17;0
VR21;Brabant-Noord;2020-07-18;0
VR21;Brabant-Noord;2020-07-19;0
VR21;Brabant-Noord;2020-07-20;0
VR21;Brabant-Noord;2020-07-21;0
VR21;Brabant-Noord;2020-07-22;0
VR21;Brabant-Noord;2020-07-23;0
VR21;Brabant-Noord;2020-07-24;0
VR21;Brabant-Noord;2020-07-25;0
VR21;Brabant-Noord;2020-07-26;0
VR21;Brabant-Noord;2020-07-27;0
VR21;Brabant-Noord;2020-07-28;0
VR21;Brabant-Noord;2020-07-29;0
VR21;Brabant-Noord;2020-07-30;0
VR21;Brabant-Noord;2020-07-31;0
VR21;Brabant-Noord;2020-08-01;0
VR21;Brabant-Noord;2020-08-02;1
VR21;Brabant-Noord;2020-08-03;1
VR21;Brabant-Noord;2020-08-04;0
VR21;Brabant-Noord;2020-08-05;0
VR21;Brabant-Noord;2020-08-06;0
VR21;Brabant-Noord;2020-08-07;0
VR21;Brabant-Noord;2020-08-08;0
VR21;Brabant-Noord;2020-08-09;0
VR21;Brabant-Noord;2020-08-10;1
VR21;Brabant-Noord;2020-08-11;0
VR21;Brabant-Noord;2020-08-12;0
VR21;Brabant-Noord;2020-08-13;0
VR21;Brabant-Noord;2020-08-14;0
VR21;Brabant-Noord;2020-08-15;0
VR21;Brabant-Noord;2020-08-16;0
VR21;Brabant-Noord;2020-08-17;0
VR21;Brabant-Noord;2020-08-18;0
VR21;Brabant-Noord;2020-08-19;0
VR21;Brabant-Noord;2020-08-20;1
VR21;Brabant-Noord;2020-08-21;0
VR21;Brabant-Noord;2020-08-22;0
VR21;Brabant-Noord;2020-08-23;0
VR21;Brabant-Noord;2020-08-24;1
VR21;Brabant-Noord;2020-08-25;0
VR21;Brabant-Noord;2020-08-26;0
VR21;Brabant-Noord;2020-08-27;0
VR21;Brabant-Noord;2020-08-28;0
VR21;Brabant-Noord;2020-08-29;0
VR21;Brabant-Noord;2020-08-30;0
VR21;Brabant-Noord;2020-08-31;0
VR21;Brabant-Noord;2020-09-01;0
VR21;Brabant-Noord;2020-09-02;0
VR21;Brabant-Noord;2020-09-03;0
VR21;Brabant-Noord;2020-09-04;0
VR21;Brabant-Noord;2020-09-05;0
VR21;Brabant-Noord;2020-09-06;0
VR21;Brabant-Noord;2020-09-07;0
VR21;Brabant-Noord;2020-09-08;1
VR21;Brabant-Noord;2020-09-09;0
VR21;Brabant-Noord;2020-09-10;0
VR21;Brabant-Noord;2020-09-11;0
VR21;Brabant-Noord;2020-09-12;0
VR21;Brabant-Noord;2020-09-13;2
VR21;Brabant-Noord;2020-09-14;1
VR21;Brabant-Noord;2020-09-15;2
VR21;Brabant-Noord;2020-09-16;0
VR21;Brabant-Noord;2020-09-17;1
VR21;Brabant-Noord;2020-09-18;0
VR21;Brabant-Noord;2020-09-19;0
VR21;Brabant-Noord;2020-09-20;2
VR21;Brabant-Noord;2020-09-21;2
VR21;Brabant-Noord;2020-09-22;1
VR21;Brabant-Noord;2020-09-23;0
VR21;Brabant-Noord;2020-09-24;2
VR21;Brabant-Noord;2020-09-25;2
VR21;Brabant-Noord;2020-09-26;1
VR21;Brabant-Noord;2020-09-27;0
VR21;Brabant-Noord;2020-09-28;6
VR21;Brabant-Noord;2020-09-29;8
VR21;Brabant-Noord;2020-09-30;0
VR21;Brabant-Noord;2020-10-01;2
VR21;Brabant-Noord;2020-10-02;7
VR21;Brabant-Noord;2020-10-03;4
VR21;Brabant-Noord;2020-10-04;0
VR21;Brabant-Noord;2020-10-05;3
VR21;Brabant-Noord;2020-10-06;3
VR21;Brabant-Noord;2020-10-07;2
VR21;Brabant-Noord;2020-10-08;4
VR21;Brabant-Noord;2020-10-09;4
VR21;Brabant-Noord;2020-10-10;7
VR21;Brabant-Noord;2020-10-11;1
VR21;Brabant-Noord;2020-10-12;0
VR21;Brabant-Noord;2020-10-13;2
VR21;Brabant-Noord;2020-10-14;0
VR22;Brabant-Zuidoost;2020-02-27;0
VR22;Brabant-Zuidoost;2020-02-28;0
VR22;Brabant-Zuidoost;2020-02-29;0
VR22;Brabant-Zuidoost;2020-03-01;0
VR22;Brabant-Zuidoost;2020-03-02;0
VR22;Brabant-Zuidoost;2020-03-03;0
VR22;Brabant-Zuidoost;2020-03-04;0
VR22;Brabant-Zuidoost;2020-03-05;1
VR22;Brabant-Zuidoost;2020-03-06;0
VR22;Brabant-Zuidoost;2020-03-07;0
VR22;Brabant-Zuidoost;2020-03-08;0
VR22;Brabant-Zuidoost;2020-03-09;0
VR22;Brabant-Zuidoost;2020-03-10;1
VR22;Brabant-Zuidoost;2020-03-11;1
VR22;Brabant-Zuidoost;2020-03-12;0
VR22;Brabant-Zuidoost;2020-03-13;0
VR22;Brabant-Zuidoost;2020-03-14;1
VR22;Brabant-Zuidoost;2020-03-15;3
VR22;Brabant-Zuidoost;2020-03-16;2
VR22;Brabant-Zuidoost;2020-03-17;3
VR22;Brabant-Zuidoost;2020-03-18;4
VR22;Brabant-Zuidoost;2020-03-19;5
VR22;Brabant-Zuidoost;2020-03-20;14
VR22;Brabant-Zuidoost;2020-03-21;4
VR22;Brabant-Zuidoost;2020-03-22;12
VR22;Brabant-Zuidoost;2020-03-23;17
VR22;Brabant-Zuidoost;2020-03-24;11
VR22;Brabant-Zuidoost;2020-03-25;23
VR22;Brabant-Zuidoost;2020-03-26;12
VR22;Brabant-Zuidoost;2020-03-27;20
VR22;Brabant-Zuidoost;2020-03-28;10
VR22;Brabant-Zuidoost;2020-03-29;13
VR22;Brabant-Zuidoost;2020-03-30;10
VR22;Brabant-Zuidoost;2020-03-31;18
VR22;Brabant-Zuidoost;2020-04-01;8
VR22;Brabant-Zuidoost;2020-04-02;9
VR22;Brabant-Zuidoost;2020-04-03;13
VR22;Brabant-Zuidoost;2020-04-04;11
VR22;Brabant-Zuidoost;2020-04-05;4
VR22;Brabant-Zuidoost;2020-04-06;11
VR22;Brabant-Zuidoost;2020-04-07;13
VR22;Brabant-Zuidoost;2020-04-08;0
VR22;Brabant-Zuidoost;2020-04-09;21
VR22;Brabant-Zuidoost;2020-04-10;30
VR22;Brabant-Zuidoost;2020-04-11;0
VR22;Brabant-Zuidoost;2020-04-12;0
VR22;Brabant-Zuidoost;2020-04-13;26
VR22;Brabant-Zuidoost;2020-04-14;10
VR22;Brabant-Zuidoost;2020-04-15;4
VR22;Brabant-Zuidoost;2020-04-16;5
VR22;Brabant-Zuidoost;2020-04-17;5
VR22;Brabant-Zuidoost;2020-04-18;7
VR22;Brabant-Zuidoost;2020-04-19;2
VR22;Brabant-Zuidoost;2020-04-20;0
VR22;Brabant-Zuidoost;2020-04-21;11
VR22;Brabant-Zuidoost;2020-04-22;20
VR22;Brabant-Zuidoost;2020-04-23;6
VR22;Brabant-Zuidoost;2020-04-24;3
VR22;Brabant-Zuidoost;2020-04-25;9
VR22;Brabant-Zuidoost;2020-04-26;3
VR22;Brabant-Zuidoost;2020-04-27;3
VR22;Brabant-Zuidoost;2020-04-28;4
VR22;Brabant-Zuidoost;2020-04-29;5
VR22;Brabant-Zuidoost;2020-04-30;4
VR22;Brabant-Zuidoost;2020-05-01;4
VR22;Brabant-Zuidoost;2020-05-02;4
VR22;Brabant-Zuidoost;2020-05-03;2
VR22;Brabant-Zuidoost;2020-05-04;1
VR22;Brabant-Zuidoost;2020-05-05;1
VR22;Brabant-Zuidoost;2020-05-06;0
VR22;Brabant-Zuidoost;2020-05-07;1
VR22;Brabant-Zuidoost;2020-05-08;1
VR22;Brabant-Zuidoost;2020-05-09;1
VR22;Brabant-Zuidoost;2020-05-10;1
VR22;Brabant-Zuidoost;2020-05-11;0
VR22;Brabant-Zuidoost;2020-05-12;2
VR22;Brabant-Zuidoost;2020-05-13;0
VR22;Brabant-Zuidoost;2020-05-14;1
VR22;Brabant-Zuidoost;2020-05-15;0
VR22;Brabant-Zuidoost;2020-05-16;0
VR22;Brabant-Zuidoost;2020-05-17;0
VR22;Brabant-Zuidoost;2020-05-18;1
VR22;Brabant-Zuidoost;2020-05-19;1
VR22;Brabant-Zuidoost;2020-05-20;0
VR22;Brabant-Zuidoost;2020-05-21;0
VR22;Brabant-Zuidoost;2020-05-22;0
VR22;Brabant-Zuidoost;2020-05-23;0
VR22;Brabant-Zuidoost;2020-05-24;0
VR22;Brabant-Zuidoost;2020-05-25;1
VR22;Brabant-Zuidoost;2020-05-26;0
VR22;Brabant-Zuidoost;2020-05-27;0
VR22;Brabant-Zuidoost;2020-05-28;0
VR22;Brabant-Zuidoost;2020-05-29;0
VR22;Brabant-Zuidoost;2020-05-30;0
VR22;Brabant-Zuidoost;2020-05-31;0
VR22;Brabant-Zuidoost;2020-06-01;0
VR22;Brabant-Zuidoost;2020-06-02;0
VR22;Brabant-Zuidoost;2020-06-03;0
VR22;Brabant-Zuidoost;2020-06-04;1
VR22;Brabant-Zuidoost;2020-06-05;0
VR22;Brabant-Zuidoost;2020-06-06;0
VR22;Brabant-Zuidoost;2020-06-07;0
VR22;Brabant-Zuidoost;2020-06-08;0
VR22;Brabant-Zuidoost;2020-06-09;0
VR22;Brabant-Zuidoost;2020-06-10;0
VR22;Brabant-Zuidoost;2020-06-11;0
VR22;Brabant-Zuidoost;2020-06-12;0
VR22;Brabant-Zuidoost;2020-06-13;0
VR22;Brabant-Zuidoost;2020-06-14;0
VR22;Brabant-Zuidoost;2020-06-15;0
VR22;Brabant-Zuidoost;2020-06-16;0
VR22;Brabant-Zuidoost;2020-06-17;0
VR22;Brabant-Zuidoost;2020-06-18;0
VR22;Brabant-Zuidoost;2020-06-19;0
VR22;Brabant-Zuidoost;2020-06-20;0
VR22;Brabant-Zuidoost;2020-06-21;0
VR22;Brabant-Zuidoost;2020-06-22;0
VR22;Brabant-Zuidoost;2020-06-23;0
VR22;Brabant-Zuidoost;2020-06-24;0
VR22;Brabant-Zuidoost;2020-06-25;0
VR22;Brabant-Zuidoost;2020-06-26;0
VR22;Brabant-Zuidoost;2020-06-27;0
VR22;Brabant-Zuidoost;2020-06-28;0
VR22;Brabant-Zuidoost;2020-06-29;0
VR22;Brabant-Zuidoost;2020-06-30;0
VR22;Brabant-Zuidoost;2020-07-01;0
VR22;Brabant-Zuidoost;2020-07-02;1
VR22;Brabant-Zuidoost;2020-07-03;0
VR22;Brabant-Zuidoost;2020-07-04;0
VR22;Brabant-Zuidoost;2020-07-05;0
VR22;Brabant-Zuidoost;2020-07-06;0
VR22;Brabant-Zuidoost;2020-07-07;0
VR22;Brabant-Zuidoost;2020-07-08;0
VR22;Brabant-Zuidoost;2020-07-09;0
VR22;Brabant-Zuidoost;2020-07-10;0
VR22;Brabant-Zuidoost;2020-07-11;0
VR22;Brabant-Zuidoost;2020-07-12;0
VR22;Brabant-Zuidoost;2020-07-13;0
VR22;Brabant-Zuidoost;2020-07-14;0
VR22;Brabant-Zuidoost;2020-07-15;0
VR22;Brabant-Zuidoost;2020-07-16;0
VR22;Brabant-Zuidoost;2020-07-17;0
VR22;Brabant-Zuidoost;2020-07-18;0
VR22;Brabant-Zuidoost;2020-07-19;0
VR22;Brabant-Zuidoost;2020-07-20;0
VR22;Brabant-Zuidoost;2020-07-21;0
VR22;Brabant-Zuidoost;2020-07-22;0
VR22;Brabant-Zuidoost;2020-07-23;0
VR22;Brabant-Zuidoost;2020-07-24;0
VR22;Brabant-Zuidoost;2020-07-25;0
VR22;Brabant-Zuidoost;2020-07-26;0
VR22;Brabant-Zuidoost;2020-07-27;0
VR22;Brabant-Zuidoost;2020-07-28;0
VR22;Brabant-Zuidoost;2020-07-29;0
VR22;Brabant-Zuidoost;2020-07-30;0
VR22;Brabant-Zuidoost;2020-07-31;2
VR22;Brabant-Zuidoost;2020-08-01;5
VR22;Brabant-Zuidoost;2020-08-02;0
VR22;Brabant-Zuidoost;2020-08-03;0
VR22;Brabant-Zuidoost;2020-08-04;0
VR22;Brabant-Zuidoost;2020-08-05;0
VR22;Brabant-Zuidoost;2020-08-06;0
VR22;Brabant-Zuidoost;2020-08-07;0
VR22;Brabant-Zuidoost;2020-08-08;0
VR22;Brabant-Zuidoost;2020-08-09;0
VR22;Brabant-Zuidoost;2020-08-10;0
VR22;Brabant-Zuidoost;2020-08-11;0
VR22;Brabant-Zuidoost;2020-08-12;0
VR22;Brabant-Zuidoost;2020-08-13;1
VR22;Brabant-Zuidoost;2020-08-14;0
VR22;Brabant-Zuidoost;2020-08-15;0
VR22;Brabant-Zuidoost;2020-08-16;0
VR22;Brabant-Zuidoost;2020-08-17;0
VR22;Brabant-Zuidoost;2020-08-18;0
VR22;Brabant-Zuidoost;2020-08-19;0
VR22;Brabant-Zuidoost;2020-08-20;0
VR22;Brabant-Zuidoost;2020-08-21;0
VR22;Brabant-Zuidoost;2020-08-22;0
VR22;Brabant-Zuidoost;2020-08-23;1
VR22;Brabant-Zuidoost;2020-08-24;0
VR22;Brabant-Zuidoost;2020-08-25;0
VR22;Brabant-Zuidoost;2020-08-26;1
VR22;Brabant-Zuidoost;2020-08-27;0
VR22;Brabant-Zuidoost;2020-08-28;0
VR22;Brabant-Zuidoost;2020-08-29;0
VR22;Brabant-Zuidoost;2020-08-30;0
VR22;Brabant-Zuidoost;2020-08-31;0
VR22;Brabant-Zuidoost;2020-09-01;0
VR22;Brabant-Zuidoost;2020-09-02;0
VR22;Brabant-Zuidoost;2020-09-03;1
VR22;Brabant-Zuidoost;2020-09-04;0
VR22;Brabant-Zuidoost;2020-09-05;1
VR22;Brabant-Zuidoost;2020-09-06;0
VR22;Brabant-Zuidoost;2020-09-07;0
VR22;Brabant-Zuidoost;2020-09-08;0
VR22;Brabant-Zuidoost;2020-09-09;0
VR22;Brabant-Zuidoost;2020-09-10;0
VR22;Brabant-Zuidoost;2020-09-11;0
VR22;Brabant-Zuidoost;2020-09-12;0
VR22;Brabant-Zuidoost;2020-09-13;1
VR22;Brabant-Zuidoost;2020-09-14;0
VR22;Brabant-Zuidoost;2020-09-15;1
VR22;Brabant-Zuidoost;2020-09-16;0
VR22;Brabant-Zuidoost;2020-09-17;0
VR22;Brabant-Zuidoost;2020-09-18;0
VR22;Brabant-Zuidoost;2020-09-19;1
VR22;Brabant-Zuidoost;2020-09-20;0
VR22;Brabant-Zuidoost;2020-09-21;1
VR22;Brabant-Zuidoost;2020-09-22;3
VR22;Brabant-Zuidoost;2020-09-23;0
VR22;Brabant-Zuidoost;2020-09-24;0
VR22;Brabant-Zuidoost;2020-09-25;0
VR22;Brabant-Zuidoost;2020-09-26;0
VR22;Brabant-Zuidoost;2020-09-27;1
VR22;Brabant-Zuidoost;2020-09-28;2
VR22;Brabant-Zuidoost;2020-09-29;1
VR22;Brabant-Zuidoost;2020-09-30;4
VR22;Brabant-Zuidoost;2020-10-01;0
VR22;Brabant-Zuidoost;2020-10-02;0
VR22;Brabant-Zuidoost;2020-10-03;3
VR22;Brabant-Zuidoost;2020-10-04;4
VR22;Brabant-Zuidoost;2020-10-05;3
VR22;Brabant-Zuidoost;2020-10-06;5
VR22;Brabant-Zuidoost;2020-10-07;3
VR22;Brabant-Zuidoost;2020-10-08;14
VR22;Brabant-Zuidoost;2020-10-09;6
VR22;Brabant-Zuidoost;2020-10-10;7
VR22;Brabant-Zuidoost;2020-10-11;2
VR22;Brabant-Zuidoost;2020-10-12;5
VR22;Brabant-Zuidoost;2020-10-13;0
VR22;Brabant-Zuidoost;2020-10-14;0
VR23;Limburg-Noord;2020-02-27;0
VR23;Limburg-Noord;2020-02-28;0
VR23;Limburg-Noord;2020-02-29;0
VR23;Limburg-Noord;2020-03-01;0
VR23;Limburg-Noord;2020-03-02;0
VR23;Limburg-Noord;2020-03-03;0
VR23;Limburg-Noord;2020-03-04;0
VR23;Limburg-Noord;2020-03-05;0
VR23;Limburg-Noord;2020-03-06;0
VR23;Limburg-Noord;2020-03-07;0
VR23;Limburg-Noord;2020-03-08;0
VR23;Limburg-Noord;2020-03-09;0
VR23;Limburg-Noord;2020-03-10;0
VR23;Limburg-Noord;2020-03-11;0
VR23;Limburg-Noord;2020-03-12;1
VR23;Limburg-Noord;2020-03-13;1
VR23;Limburg-Noord;2020-03-14;1
VR23;Limburg-Noord;2020-03-15;0
VR23;Limburg-Noord;2020-03-16;3
VR23;Limburg-Noord;2020-03-17;1
VR23;Limburg-Noord;2020-03-18;0
VR23;Limburg-Noord;2020-03-19;2
VR23;Limburg-Noord;2020-03-20;3
VR23;Limburg-Noord;2020-03-21;4
VR23;Limburg-Noord;2020-03-22;4
VR23;Limburg-Noord;2020-03-23;4
VR23;Limburg-Noord;2020-03-24;6
VR23;Limburg-Noord;2020-03-25;7
VR23;Limburg-Noord;2020-03-26;10
VR23;Limburg-Noord;2020-03-27;10
VR23;Limburg-Noord;2020-03-28;2
VR23;Limburg-Noord;2020-03-29;10
VR23;Limburg-Noord;2020-03-30;8
VR23;Limburg-Noord;2020-03-31;1
VR23;Limburg-Noord;2020-04-01;4
VR23;Limburg-Noord;2020-04-02;4
VR23;Limburg-Noord;2020-04-03;9
VR23;Limburg-Noord;2020-04-04;8
VR23;Limburg-Noord;2020-04-05;7
VR23;Limburg-Noord;2020-04-06;4
VR23;Limburg-Noord;2020-04-07;6
VR23;Limburg-Noord;2020-04-08;10
VR23;Limburg-Noord;2020-04-09;13
VR23;Limburg-Noord;2020-04-10;6
VR23;Limburg-Noord;2020-04-11;3
VR23;Limburg-Noord;2020-04-12;4
VR23;Limburg-Noord;2020-04-13;4
VR23;Limburg-Noord;2020-04-14;6
VR23;Limburg-Noord;2020-04-15;4
VR23;Limburg-Noord;2020-04-16;7
VR23;Limburg-Noord;2020-04-17;8
VR23;Limburg-Noord;2020-04-18;10
VR23;Limburg-Noord;2020-04-19;8
VR23;Limburg-Noord;2020-04-20;9
VR23;Limburg-Noord;2020-04-21;9
VR23;Limburg-Noord;2020-04-22;11
VR23;Limburg-Noord;2020-04-23;2
VR23;Limburg-Noord;2020-04-24;3
VR23;Limburg-Noord;2020-04-25;2
VR23;Limburg-Noord;2020-04-26;1
VR23;Limburg-Noord;2020-04-27;1
VR23;Limburg-Noord;2020-04-28;4
VR23;Limburg-Noord;2020-04-29;2
VR23;Limburg-Noord;2020-04-30;2
VR23;Limburg-Noord;2020-05-01;3
VR23;Limburg-Noord;2020-05-02;1
VR23;Limburg-Noord;2020-05-03;2
VR23;Limburg-Noord;2020-05-04;0
VR23;Limburg-Noord;2020-05-05;0
VR23;Limburg-Noord;2020-05-06;1
VR23;Limburg-Noord;2020-05-07;0
VR23;Limburg-Noord;2020-05-08;1
VR23;Limburg-Noord;2020-05-09;0
VR23;Limburg-Noord;2020-05-10;0
VR23;Limburg-Noord;2020-05-11;0
VR23;Limburg-Noord;2020-05-12;0
VR23;Limburg-Noord;2020-05-13;0
VR23;Limburg-Noord;2020-05-14;0
VR23;Limburg-Noord;2020-05-15;1
VR23;Limburg-Noord;2020-05-16;0
VR23;Limburg-Noord;2020-05-17;0
VR23;Limburg-Noord;2020-05-18;0
VR23;Limburg-Noord;2020-05-19;2
VR23;Limburg-Noord;2020-05-20;1
VR23;Limburg-Noord;2020-05-21;0
VR23;Limburg-Noord;2020-05-22;0
VR23;Limburg-Noord;2020-05-23;0
VR23;Limburg-Noord;2020-05-24;1
VR23;Limburg-Noord;2020-05-25;0
